Restaurant,Author,Rating,Review,Processed Review,sentiment_textblob,sentiment_vader,ActualSentiment
Nando's @ IOI City Mall,Nazri Ason,1,"Reduced to one star but deserved no star at all. This place used to be good during its early days when the mall just opened. Now the overall condition of the interior is deteriorating. But the bad things are really the servers and the waiting time to get your food. My family and I were attended by an unwilling server and and the time of this review is written, we have yet to receive our food after close to an hour of waiting. Ridiculous. Stay away from this place if you csn.!",reduced one star deserved star place used good early day mall opened overall condition interior deteriorating bad thing really server waiting time get food family attended unwilling server time review written yet receive food close hour waiting ridiculous stay away place csn,negative,negative,negative
Nando's @ IOI City Mall,Ella Bahjat,1,"The worst Nando’s I have ever been, I got sick because of the food. not only that two huge Indian men control everything badly. They are so dirty. He wiped his face sweat by his hand and touch people food. Not only that they keep shouting on the other worker whom wear glasses and deal badly with him. The administration should change the stuff.",worst nando ever got sick food two huge indian men control everything badly dirty wiped face sweat hand touch people food keep shouting worker wear glass deal badly administration change stuff,negative,negative,negative
Nando's @ IOI City Mall,Sh Hassan Omar (SHO),4,"As usual, the taste maintain delicious😋",usual taste maintain,negative,neutral,positive
Nando's @ IOI City Mall,Terry Sham,5,"Well cooked meat, cooked according to requirements.

Only complaint is the blower in the cooking area is too loud and noisy making it very uncomfortable for your patrons.",well cooked meat cooked according requirement complaint blower cooking area loud noisy making uncomfortable patron,negative,negative,positive
Nando's @ IOI City Mall,Busana Merah,3,"No complaints on taste of food/drinks. Standard taste as per other Nando's restaurant.

We went there on Christmas Eve so there's a lot of customer in the restaurant. The server/waitress just stand there doing nothing while customers raising hands calling for menu, to make order or to ask for their food/drinks. There's an obvious two groups of server; one wearing checkered shirt working hard while the one with plain black shirt giggling at the side, not working. Long queue because of slow service.

The black shirt server also seem to be lack of knowledge of what the restaurant offers.

Exact location: Nando's IOI mall Putrajaya. Other branch seems ok.",complaint taste standard taste per nando restaurant went christmas eve lot customer restaurant stand nothing customer raising hand calling menu make order ask obvious two group server one wearing checkered shirt working hard one plain black shirt giggling side working long queue slow service black shirt server also seem lack knowledge restaurant offer exact location nando ioi mall putrajaya branch seems ok,negative,negative,neutral
Nando's @ IOI City Mall,Yahya hussein,5,"The service was excellent, and the staff welcomed us with love and smile, as well as delicious food and a very clean place. This is the most wonderful and most beautiful branch  I have visited",service excellent staff welcomed u love smile well delicious food clean place wonderful beautiful branch visited,positive,positive,positive
Nando's @ IOI City Mall,Mohd Daud Mohd Arif,2,"Food is good but the service and the staff is very slow. I hv eaten here twice and the issue is still the same. Waiters/Waitresses trying their best to avoid eye contact when we try to call them.

Some table are left unclean.

I am happy to see the management is hiring locals .. unfortunately ... attitude need to change. I hope management will take effort to monitor and take my commnets seriously. Thank you.",food good service staff slow hv eaten twice issue still trying best avoid eye contact try call table left unclean happy see management hiring local unfortunately attitude need change hope management take effort monitor take commnets seriously thank,positive,positive,negative
Nando's @ IOI City Mall,Solina Shabbir,4,"Floor was ripped off from diffrence places. Ac wasn't working they had room water cooler in few places to cool off the space.
But food was good as nando's every where.",floor ripped diffrence place ac working room water cooler place cool space food good nando every,positive,positive,positive
Nando's @ IOI City Mall,Hasyim Ghafar,5,Date with my baby daughter. And thank you kak Lin with the fantastic hospitality.,date baby daughter thank kak lin fantastic hospitality,positive,positive,positive
Nando's @ IOI City Mall,AS ML NA,4,Nice food and chicken been prepare well done.,nice food chicken prepare well done,neutral,positive,positive
Nando's @ IOI City Mall,Nor Hafiza Anuar,1,Few times come here and the sweet potato chip was always late/forgot to send to table. The worst were the kitchen staffs joking to each other shouting & yelling to each other while customer try to eat. Feel like eating at night market 🙄🙄 …,time come sweet potato chip always send table worst kitchen staff joking shouting yelling customer try eat feel like eating night market,negative,positive,negative
